EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BULK_FLOW_SPEED_km/s,ION_DENSITY_N/cm3
 2019-08-19T15:00:00.000Z,6.8,249,361,9.8
 2019-08-19T16:00:00.000Z,6.8,249,350,6.5
 2019-08-19T17:00:00.000Z,6.8,249.1,348,5.4
 2019-08-19T18:00:00.000Z,6.8,249.1,343,5.2
 2019-08-19T19:00:00.000Z,6.8,249.1,345,6
 2019-08-19T20:00:00.000Z,6.8,249.2,344,6
 2019-08-19T21:00:00.000Z,6.8,249.2,341,7
 2019-08-19T22:00:00.000Z,6.8,249.3,337,6.7
 2019-08-19T23:00:00.000Z,6.8,249.3,330,5.5
 2019-08-20T00:00:00.000Z,6.8,249.3,328,5.4
 2019-08-20T01:00:00.000Z,6.8,249.4,319,4.9
 2019-08-20T02:00:00.000Z,6.8,249.4,344,7.7
 2019-08-20T03:00:00.000Z,6.8,249.5,365,12.1
 2019-08-20T04:00:00.000Z,6.8,249.5,372,13.8
 2019-08-20T05:00:00.000Z,6.8,249.6,368,10.9
 2019-08-20T06:00:00.000Z,6.8,249.6,365,10.2
 2019-08-20T07:00:00.000Z,6.8,249.6,365,10
 2019-08-20T08:00:00.000Z,6.8,249.7,382,3.9
 2019-08-20T09:00:00.000Z,6.8,249.7,388,4.9
 2019-08-20T10:00:00.000Z,6.8,249.8,392,5.3
 2019-08-20T11:00:00.000Z,6.8,249.8,398,5.8
 2019-08-20T12:00:00.000Z,6.8,249.8,404,5.2
 2019-08-20T13:00:00.000Z,6.8,249.9,402,4.9
 2019-08-20T14:00:00.000Z,6.8,249.9,397,5.6
 2019-08-20T15:00:00.000Z,6.8,250,-1.00E+31,-1.00E+31
 2019-08-20T16:00:00.000Z,6.8,250,-1.00E+31,-1.00E+31
 2019-08-20T17:00:00.000Z,6.8,250,-1.00E+31,-1.00E+31
 2019-08-20T18:00:00.000Z,6.8,250.1,-1.00E+31,-1.00E+31
 2019-08-20T19:00:00.000Z,6.8,250.1,-1.00E+31,-1.00E+31
 2019-08-20T20:00:00.000Z,6.8,250.2,-1.00E+31,-1.00E+31
 2019-08-20T21:00:00.000Z,6.8,250.2,-1.00E+31,-1.00E+31
 2019-08-20T22:00:00.000Z,6.8,250.2,-1.00E+31,-1.00E+31
 2019-08-20T23:00:00.000Z,6.8,250.3,-1.00E+31,-1.00E+31
 2019-08-21T00:00:00.000Z,6.8,250.3,-1.00E+31,-1.00E+31
 2019-08-21T01:00:00.000Z,6.8,250.4,-1.00E+31,-1.00E+31
 2019-08-21T02:00:00.000Z,6.8,250.4,-1.00E+31,-1.00E+31
 2019-08-21T03:00:00.000Z,6.8,250.4,-1.00E+31,-1.00E+31
 2019-08-21T04:00:00.000Z,6.8,250.5,-1.00E+31,-1.00E+31
 2019-08-21T05:00:00.000Z,6.8,250.5,-1.00E+31,-1.00E+31
 2019-08-21T06:00:00.000Z,6.8,250.6,-1.00E+31,-1.00E+31
 2019-08-21T07:00:00.000Z,6.8,250.6,-1.00E+31,-1.00E+31
 2019-08-21T08:00:00.000Z,6.8,250.6,-1.00E+31,-1.00E+31
 2019-08-21T09:00:00.000Z,6.8,250.7,-1.00E+31,-1.00E+31
 2019-08-21T10:00:00.000Z,6.8,250.7,-1.00E+31,-1.00E+31
 2019-08-21T11:00:00.000Z,6.8,250.8,-1.00E+31,-1.00E+31
 2019-08-21T12:00:00.000Z,6.9,250.8,-1.00E+31,-1.00E+31
 2019-08-21T13:00:00.000Z,6.9,250.8,362,9.2
 2019-08-21T14:00:00.000Z,6.9,250.9,358,8
 2019-08-21T15:00:00.000Z,6.9,250.9,360,8.7
 2019-08-21T16:00:00.000Z,6.9,251,361,9.4
 2019-08-21T17:00:00.000Z,6.9,251,357,10.1
 2019-08-21T18:00:00.000Z,6.9,251,358,11
 2019-08-21T19:00:00.000Z,6.9,251.1,354,9.8
 2019-08-21T20:00:00.000Z,6.9,251.1,350,8.8
 2019-08-21T21:00:00.000Z,6.9,251.2,347,8.4
 2019-08-21T22:00:00.000Z,6.9,251.2,347,7.7
 2019-08-21T23:00:00.000Z,6.9,251.2,349,8.3
 2019-08-22T00:00:00.000Z,6.9,251.3,352,10.9
 2019-08-22T01:00:00.000Z,6.9,251.3,354,12
 2019-08-22T02:00:00.000Z,6.9,251.4,-1.00E+31,-1.00E+31
 2019-08-22T03:00:00.000Z,6.9,251.4,-1.00E+31,-1.00E+31
 2019-08-22T04:00:00.000Z,6.9,251.4,-1.00E+31,-1.00E+31
 2019-08-22T05:00:00.000Z,6.9,251.5,-1.00E+31,-1.00E+31
 2019-08-22T06:00:00.000Z,6.9,251.5,-1.00E+31,-1.00E+31
 2019-08-22T07:00:00.000Z,6.9,251.6,-1.00E+31,-1.00E+31
 2019-08-22T08:00:00.000Z,6.9,251.6,-1.00E+31,-1.00E+31
 2019-08-22T09:00:00.000Z,6.9,251.7,-1.00E+31,-1.00E+31
 2019-08-22T10:00:00.000Z,6.9,251.7,-1.00E+31,-1.00E+31
 2019-08-22T11:00:00.000Z,6.9,251.7,-1.00E+31,-1.00E+31
 2019-08-22T12:00:00.000Z,6.9,251.8,359,10
 2019-08-22T13:00:00.000Z,6.9,251.8,359,10
 2019-08-22T14:00:00.000Z,6.9,251.9,359,9.8
 2019-08-22T15:00:00.000Z,6.9,251.9,355,8.5
 2019-08-22T16:00:00.000Z,6.9,251.9,354,9
 2019-08-22T17:00:00.000Z,6.9,252,350,9.3
 2019-08-22T18:00:00.000Z,6.9,252,349,10.7
 2019-08-22T19:00:00.000Z,6.9,252.1,355,14.6
 2019-08-22T20:00:00.000Z,6.9,252.1,351,12.5
 2019-08-22T21:00:00.000Z,6.9,252.1,359,12.6
 2019-08-22T22:00:00.000Z,6.9,252.2,360,12.5
 2019-08-22T23:00:00.000Z,6.9,252.2,365,12.9
 2019-08-23T00:00:00.000Z,6.9,252.3,362,12.9
 2019-08-23T01:00:00.000Z,6.9,252.3,367,12
 2019-08-23T02:00:00.000Z,6.9,252.3,377,12.2
 2019-08-23T03:00:00.000Z,6.9,252.4,375,11.7
 2019-08-23T04:00:00.000Z,6.9,252.4,371,12.5
 2019-08-23T05:00:00.000Z,6.9,252.5,369,9.8
 2019-08-23T06:00:00.000Z,6.9,252.5,370,7
 2019-08-23T07:00:00.000Z,6.9,252.5,372,5.9
 2019-08-23T08:00:00.000Z,6.9,252.6,369,5.4
 2019-08-23T09:00:00.000Z,6.9,252.6,368,4
 2019-08-23T10:00:00.000Z,6.9,252.7,364,3.8
 2019-08-23T11:00:00.000Z,6.9,252.7,377,2.9
 2019-08-23T12:00:00.000Z,6.9,252.7,370,2.8
 2019-08-23T13:00:00.000Z,6.9,252.8,363,3.1
 2019-08-23T14:00:00.000Z,6.9,252.8,367,3.1
 2019-08-23T15:00:00.000Z,6.9,252.9,379,3.7
 2019-08-23T16:00:00.000Z,6.9,252.9,366,4.8
 2019-08-23T17:00:00.000Z,6.9,252.9,365,5.1
 2019-08-23T18:00:00.000Z,6.9,253,361,6
 2019-08-23T19:00:00.000Z,6.9,253,358,6.5
 2019-08-23T20:00:00.000Z,6.9,253.1,356,6.3
 2019-08-23T21:00:00.000Z,6.9,253.1,356,6.6
 2019-08-23T22:00:00.000Z,6.9,253.1,359,9
 2019-08-23T23:00:00.000Z,6.9,253.2,360,9.2
 2019-08-24T00:00:00.000Z,6.9,253.2,359,7.6
 2019-08-24T01:00:00.000Z,6.9,253.3,353,6.8
 2019-08-24T02:00:00.000Z,6.9,253.3,355,6.4
 2019-08-24T03:00:00.000Z,6.9,253.3,354,6
 2019-08-24T04:00:00.000Z,7,253.4,350,6.6
 2019-08-24T05:00:00.000Z,7,253.4,352,7
 2019-08-24T06:00:00.000Z,7,253.5,351,7
 2019-08-24T07:00:00.000Z,7,253.5,349,6.7
 2019-08-24T08:00:00.000Z,7,253.5,344,7.2
 2019-08-24T09:00:00.000Z,7,253.6,345,6.6
 2019-08-24T10:00:00.000Z,7,253.6,342,6.3
 2019-08-24T11:00:00.000Z,7,253.7,342,6.1
 2019-08-24T12:00:00.000Z,7,253.7,341,5.7
 2019-08-24T13:00:00.000Z,7,253.8,340,5.5
 2019-08-24T14:00:00.000Z,7,253.8,337,5.9
 2019-08-24T15:00:00.000Z,7,253.8,335,6.2
 2019-08-24T16:00:00.000Z,7,253.9,338,6.7
 2019-08-24T17:00:00.000Z,7,253.9,341,7.1
 2019-08-24T18:00:00.000Z,7,254,330,6.7
 2019-08-24T19:00:00.000Z,7,254,332,6.6
 2019-08-24T20:00:00.000Z,7,254,335,5.5
 2019-08-24T21:00:00.000Z,7,254.1,334,5.4
 2019-08-24T22:00:00.000Z,7,254.1,336,5.5
 2019-08-24T23:00:00.000Z,7,254.2,336,6.4
 2019-08-25T00:00:00.000Z,7,254.2,333,6.7
 2019-08-25T01:00:00.000Z,7,254.2,337,7
 2019-08-25T02:00:00.000Z,7,254.3,336,6.8
 2019-08-25T03:00:00.000Z,7,254.3,334,6.8
 2019-08-25T04:00:00.000Z,7,254.4,333,6.8
 2019-08-25T05:00:00.000Z,7,254.4,332,7
 2019-08-25T06:00:00.000Z,7,254.4,329,7.3
 2019-08-25T07:00:00.000Z,7,254.5,331,7
 2019-08-25T08:00:00.000Z,7,254.5,330,7.3
 2019-08-25T09:00:00.000Z,7,254.6,328,6.8
 2019-08-25T10:00:00.000Z,7,254.6,325,6.7
 2019-08-25T11:00:00.000Z,7,254.6,324,8.3
 2019-08-25T12:00:00.000Z,7,254.7,324,7.1
 2019-08-25T13:00:00.000Z,7,254.7,321,7
 2019-08-25T14:00:00.000Z,7,254.8,318,7.2
 2019-08-25T15:00:00.000Z,7,254.8,313,7.7
 2019-08-25T16:00:00.000Z,7,254.8,317,7.2
 2019-08-25T17:00:00.000Z,7,254.9,314,7.8
 2019-08-25T18:00:00.000Z,7,254.9,315,8.3
 2019-08-25T19:00:00.000Z,7,255,319,8.3
 2019-08-25T20:00:00.000Z,7,255,319,7.9
 2019-08-25T21:00:00.000Z,7,255,319,9.4
 2019-08-25T22:00:00.000Z,7,255.1,325,12.4
 2019-08-25T23:00:00.000Z,7,255.1,329,11.2
 2019-08-26T00:00:00.000Z,7,255.2,325,11.8
 2019-08-26T01:00:00.000Z,7,255.2,322,11.9
 2019-08-26T02:00:00.000Z,7,255.2,319,12.3
 2019-08-26T03:00:00.000Z,7,255.3,323,13.3
 2019-08-26T04:00:00.000Z,7,255.3,319,14.3
 2019-08-26T05:00:00.000Z,7,255.4,319,13.2
 2019-08-26T06:00:00.000Z,7,255.4,316,13.9
 2019-08-26T07:00:00.000Z,7,255.5,317,12.6
 2019-08-26T08:00:00.000Z,7,255.5,323,10.6
 2019-08-26T09:00:00.000Z,7,255.5,331,6.9
 2019-08-26T10:00:00.000Z,7,255.6,328,4.9
 2019-08-26T11:00:00.000Z,7,255.6,328,5.9
 2019-08-26T12:00:00.000Z,7,255.7,325,8
 2019-08-26T13:00:00.000Z,7,255.7,319,8.3
 2019-08-26T14:00:00.000Z,7,255.7,319,8.1
 2019-08-26T15:00:00.000Z,7,255.8,314,8.2
 2019-08-26T16:00:00.000Z,7,255.8,312,8
 2019-08-26T17:00:00.000Z,7,255.9,313,11.1
 2019-08-26T18:00:00.000Z,7,255.9,334,17.5
 2019-08-26T19:00:00.000Z,7,255.9,336,16.4
 2019-08-26T20:00:00.000Z,7,256,340,14.1
 2019-08-26T21:00:00.000Z,7,256,340,15.4
 2019-08-26T22:00:00.000Z,7,256.1,343,16.5
 2019-08-26T23:00:00.000Z,7,256.1,341,19
 2019-08-27T00:00:00.000Z,7,256.1,345,25
 2019-08-27T01:00:00.000Z,7,256.2,345,27.7
 2019-08-27T02:00:00.000Z,7,256.2,358,38.1
 2019-08-27T03:00:00.000Z,7,256.3,358,48.5
 2019-08-27T04:00:00.000Z,7,256.3,353,31.7
 2019-08-27T05:00:00.000Z,7,256.3,374,18
 2019-08-27T06:00:00.000Z,7,256.4,455,8.6
 2019-08-27T07:00:00.000Z,7,256.4,473,6.7
 2019-08-27T08:00:00.000Z,7.1,256.5,493,5.5
 2019-08-27T09:00:00.000Z,7.1,256.5,502,3
 2019-08-27T10:00:00.000Z,7.1,256.5,514,3.8
 2019-08-27T11:00:00.000Z,7.1,256.6,496,4.4
 2019-08-27T12:00:00.000Z,7.1,256.6,480,5.7
 2019-08-27T13:00:00.000Z,7.1,256.7,473,6.3
 2019-08-27T14:00:00.000Z,7.1,256.7,-1.00E+31,-1.00E+31
 2019-08-27T15:00:00.000Z,7.1,256.7,-1.00E+31,-1.00E+31
 2019-08-27T16:00:00.000Z,7.1,256.8,-1.00E+31,-1.00E+31
 2019-08-27T17:00:00.000Z,7.1,256.8,-1.00E+31,-1.00E+31
 2019-08-27T18:00:00.000Z,7.1,256.9,-1.00E+31,-1.00E+31
 2019-08-27T19:00:00.000Z,7.1,256.9,-1.00E+31,-1.00E+31
 2019-08-27T20:00:00.000Z,7.1,256.9,440,6.5
 2019-08-27T21:00:00.000Z,7.1,257,449,6
 2019-08-27T22:00:00.000Z,7.1,257,451,5.4
 2019-08-27T23:00:00.000Z,7.1,257.1,443,4.9
 2019-08-28T00:00:00.000Z,7.1,257.1,443,4.7
 2019-08-28T01:00:00.000Z,7.1,257.2,455,4.5
 2019-08-28T02:00:00.000Z,7.1,257.2,470,3.7
 2019-08-28T03:00:00.000Z,7.1,257.2,469,3.2
 2019-08-28T04:00:00.000Z,7.1,257.3,487,3.4
 2019-08-28T05:00:00.000Z,7.1,257.3,493,3.5
 2019-08-28T06:00:00.000Z,7.1,257.4,496,3.5
 2019-08-28T07:00:00.000Z,7.1,257.4,500,3.6
 2019-08-28T08:00:00.000Z,7.1,257.4,493,3
 2019-08-28T09:00:00.000Z,7.1,257.5,489,2.8
 2019-08-28T10:00:00.000Z,7.1,257.5,489,2.5
 2019-08-28T11:00:00.000Z,7.1,257.6,495,2.3
 2019-08-28T12:00:00.000Z,7.1,257.6,485,2
 2019-08-28T13:00:00.000Z,7.1,257.6,481,2.2
 2019-08-28T14:00:00.000Z,7.1,257.7,467,2.1
 2019-08-28T15:00:00.000Z,7.1,257.7,449,1.9
 2019-08-28T16:00:00.000Z,7.1,257.8,442,1.9
 2019-08-28T17:00:00.000Z,7.1,257.8,-1.00E+31,-1.00E+31
 2019-08-28T18:00:00.000Z,7.1,257.8,-1.00E+31,-1.00E+31
 2019-08-28T19:00:00.000Z,7.1,257.9,-1.00E+31,-1.00E+31
 2019-08-28T20:00:00.000Z,7.1,257.9,446,2
 2019-08-28T21:00:00.000Z,7.1,258,440,1.9
 2019-08-28T22:00:00.000Z,7.1,258,429,1.7
 2019-08-28T23:00:00.000Z,7.1,258,421,1.7
 2019-08-29T00:00:00.000Z,7.1,258.1,420,1.5
 2019-08-29T01:00:00.000Z,7.1,258.1,408,1.6
 2019-08-29T02:00:00.000Z,7.1,258.2,401,1.7
 2019-08-29T03:00:00.000Z,7.1,258.2,395,2.2
 2019-08-29T04:00:00.000Z,7.1,258.2,389,2.6
 2019-08-29T05:00:00.000Z,7.1,258.3,382,2.8
 2019-08-29T06:00:00.000Z,7.1,258.3,371,3.4
 2019-08-29T07:00:00.000Z,7.1,258.4,369,3.8
 2019-08-29T08:00:00.000Z,7.1,258.4,357,4.5
 2019-08-29T09:00:00.000Z,7.1,258.4,352,5.6
 2019-08-29T10:00:00.000Z,7.1,258.5,349,6.5
 2019-08-29T11:00:00.000Z,7.1,258.5,351,6.7
 2019-08-29T12:00:00.000Z,7.1,258.6,358,9
 2019-08-29T13:00:00.000Z,7.1,258.6,357,11.8
 2019-08-29T14:00:00.000Z,7.1,258.7,358,13.3
 2019-08-29T15:00:00.000Z,7.1,258.7,359,12.7
 2019-08-29T16:00:00.000Z,7.1,258.7,374,8.3
 2019-08-29T17:00:00.000Z,7.1,258.8,374,7.1
 2019-08-29T18:00:00.000Z,7.1,258.8,376,7.1
 2019-08-29T19:00:00.000Z,7.1,258.9,374,6.9
 2019-08-29T20:00:00.000Z,7.1,258.9,380,6.7
 2019-08-29T21:00:00.000Z,7.1,258.9,381,7.2
 2019-08-29T22:00:00.000Z,7.1,259,373,7.8
 2019-08-29T23:00:00.000Z,7.1,259,377,6.7
 2019-08-30T00:00:00.000Z,7.1,259.1,383,6.5
 2019-08-30T01:00:00.000Z,7.1,259.1,389,6.3
 2019-08-30T02:00:00.000Z,7.1,259.1,388,6.1
 2019-08-30T03:00:00.000Z,7.1,259.2,388,6.1
 2019-08-30T04:00:00.000Z,7.1,259.2,386,5
 2019-08-30T05:00:00.000Z,7.1,259.3,384,5.4
 2019-08-30T06:00:00.000Z,7.1,259.3,386,5.6
 2019-08-30T07:00:00.000Z,7.1,259.3,383,5.5
 2019-08-30T08:00:00.000Z,7.1,259.4,379,5.9
 2019-08-30T09:00:00.000Z,7.1,259.4,379,6.3
 2019-08-30T10:00:00.000Z,7.1,259.5,386,7.8
 2019-08-30T11:00:00.000Z,7.1,259.5,390,10.5
 2019-08-30T12:00:00.000Z,7.1,259.5,394,13
 2019-08-30T13:00:00.000Z,7.1,259.6,394,19.1
 2019-08-30T14:00:00.000Z,7.1,259.6,414,14.7
 2019-08-30T15:00:00.000Z,7.1,259.7,426,10.2
 2019-08-30T16:00:00.000Z,7.1,259.7,442,7.8
 2019-08-30T17:00:00.000Z,7.1,259.7,446,9.6
 2019-08-30T18:00:00.000Z,7.1,259.8,465,8.1
 2019-08-30T19:00:00.000Z,7.1,259.8,487,8
 2019-08-30T20:00:00.000Z,7.1,259.9,486,9.5
 2019-08-30T21:00:00.000Z,7.1,259.9,489,9
 2019-08-30T22:00:00.000Z,7.1,260,540,8.3
 2019-08-30T23:00:00.000Z,7.1,260,563,8.6
 2019-08-31T00:00:00.000Z,7.1,260,555,9
 2019-08-31T01:00:00.000Z,7.1,260.1,556,9.1
 2019-08-31T02:00:00.000Z,7.1,260.1,564,8.7
 2019-08-31T03:00:00.000Z,7.1,260.2,581,8.1
 2019-08-31T04:00:00.000Z,7.1,260.2,588,6.3
 2019-08-31T05:00:00.000Z,7.1,260.2,634,5.8
 2019-08-31T06:00:00.000Z,7.1,260.3,657,4.6
 2019-08-31T07:00:00.000Z,7.1,260.3,651,5.6
 2019-08-31T08:00:00.000Z,7.1,260.4,629,5.5
 2019-08-31T09:00:00.000Z,7.1,260.4,640,6.6
 2019-08-31T10:00:00.000Z,7.2,260.4,620,7.3
 2019-08-31T11:00:00.000Z,7.2,260.5,632,7.4
 2019-08-31T12:00:00.000Z,7.2,260.5,661,4.9
 2019-08-31T13:00:00.000Z,7.2,260.6,704,5.1
 2019-08-31T14:00:00.000Z,7.2,260.6,721,3.9
 2019-08-31T15:00:00.000Z,7.2,260.6,715,3.6
 2019-08-31T16:00:00.000Z,7.2,260.7,707,3.4
 2019-08-31T17:00:00.000Z,7.2,260.7,720,2.9
 2019-08-31T18:00:00.000Z,7.2,260.8,710,2.8
 2019-08-31T19:00:00.000Z,7.2,260.8,700,2.8
 2019-08-31T20:00:00.000Z,7.2,260.8,692,2.6
 2019-08-31T21:00:00.000Z,7.2,260.9,692,2.4
 2019-08-31T22:00:00.000Z,7.2,260.9,694,2.5
 2019-08-31T23:00:00.000Z,7.2,261,679,2.5
 2019-09-01T00:00:00.000Z,7.2,261,681,2.8
 2019-09-01T01:00:00.000Z,7.2,261,722,3.2
 2019-09-01T02:00:00.000Z,7.2,261.1,752,3.3
 2019-09-01T03:00:00.000Z,7.2,261.1,739,3.1
 2019-09-01T04:00:00.000Z,7.2,261.2,746,3
 2019-09-01T05:00:00.000Z,7.2,261.2,743,2.7
 2019-09-01T06:00:00.000Z,7.2,261.2,743,2.7
 2019-09-01T07:00:00.000Z,7.2,261.3,727,2.8
 2019-09-01T08:00:00.000Z,7.2,261.3,723,3.2
 2019-09-01T09:00:00.000Z,7.2,261.4,726,3.4
 2019-09-01T10:00:00.000Z,7.2,261.4,673,3.6
 2019-09-01T11:00:00.000Z,7.2,261.5,679,3.7
 2019-09-01T12:00:00.000Z,7.2,261.5,666,4.1
 2019-09-01T13:00:00.000Z,7.2,261.5,643,4.2
 2019-09-01T14:00:00.000Z,7.2,261.6,648,4.4
 2019-09-01T15:00:00.000Z,7.2,261.6,637,4.6
 2019-09-01T16:00:00.000Z,7.2,261.7,667,3.6
 2019-09-01T17:00:00.000Z,7.2,261.7,682,3.5
 2019-09-01T18:00:00.000Z,7.2,261.7,692,3.4
 2019-09-01T19:00:00.000Z,7.2,261.8,697,3.5
 2019-09-01T20:00:00.000Z,7.2,261.8,660,3.6
 2019-09-01T21:00:00.000Z,7.2,261.9,670,3.6
 2019-09-01T22:00:00.000Z,7.2,261.9,688,3.5
 2019-09-01T23:00:00.000Z,7.2,261.9,728,2.8
 2019-09-02T00:00:00.000Z,7.2,262,716,2.9
 2019-09-02T01:00:00.000Z,7.2,262,686,3.1
 2019-09-02T02:00:00.000Z,7.2,262.1,700,3.1
 2019-09-02T03:00:00.000Z,7.2,262.1,681,3.2
 2019-09-02T04:00:00.000Z,7.2,262.1,691,3.1
 2019-09-02T05:00:00.000Z,7.2,262.2,689,2.7
 2019-09-02T06:00:00.000Z,7.2,262.2,702,2.5
 2019-09-02T07:00:00.000Z,7.2,262.3,709,2.1
 2019-09-02T08:00:00.000Z,7.2,262.3,703,1.8
 2019-09-02T09:00:00.000Z,7.2,262.3,695,1.8
 2019-09-02T10:00:00.000Z,7.2,262.4,677,2
 2019-09-02T11:00:00.000Z,7.2,262.4,675,2.1
 2019-09-02T12:00:00.000Z,7.2,262.5,672,2.2
 2019-09-02T13:00:00.000Z,7.2,262.5,677,2.1
 2019-09-02T14:00:00.000Z,7.2,262.5,679,2.2
 2019-09-02T15:00:00.000Z,7.2,262.6,673,2.1
 2019-09-02T16:00:00.000Z,7.2,262.6,660,1.9
 2019-09-02T17:00:00.000Z,7.2,262.7,661,1.9
 2019-09-02T18:00:00.000Z,7.2,262.7,667,2.2
 2019-09-02T19:00:00.000Z,7.2,262.8,670,2.3
 2019-09-02T20:00:00.000Z,7.2,262.8,668,2.5
 2019-09-02T21:00:00.000Z,7.2,262.8,664,2.8
 2019-09-02T22:00:00.000Z,7.2,262.9,667,2.6
 2019-09-02T23:00:00.000Z,7.2,262.9,660,2.5
 2019-09-03T00:00:00.000Z,7.2,263,659,2.3
 2019-09-03T01:00:00.000Z,7.2,263,656,2.2
 2019-09-03T02:00:00.000Z,7.2,263,662,2.2
 2019-09-03T03:00:00.000Z,7.2,263.1,664,2
 2019-09-03T04:00:00.000Z,7.2,263.1,654,1.9
 2019-09-03T05:00:00.000Z,7.2,263.2,657,1.8
 2019-09-03T06:00:00.000Z,7.2,263.2,637,1.9
 2019-09-03T07:00:00.000Z,7.2,263.2,611,1.7
 2019-09-03T08:00:00.000Z,7.2,263.3,607,1.7
 2019-09-03T09:00:00.000Z,7.2,263.3,609,1.9
 2019-09-03T10:00:00.000Z,7.2,263.4,608,1.9
 2019-09-03T11:00:00.000Z,7.2,263.4,610,1.9
 2019-09-03T12:00:00.000Z,7.2,263.4,612,2.1
 2019-09-03T13:00:00.000Z,7.2,263.5,621,2.2
 2019-09-03T14:00:00.000Z,7.2,263.5,610,2
 2019-09-03T15:00:00.000Z,7.2,263.6,612,2.1
 2019-09-03T16:00:00.000Z,7.2,263.6,594,1.7
 2019-09-03T17:00:00.000Z,7.2,263.6,593,2
 2019-09-03T18:00:00.000Z,7.2,263.7,600,2.2
 2019-09-03T19:00:00.000Z,7.2,263.7,582,2.5
 2019-09-03T20:00:00.000Z,7.2,263.8,580,2.8
 2019-09-03T21:00:00.000Z,7.2,263.8,582,2.6
 2019-09-03T22:00:00.000Z,7.2,263.9,578,2.5
 2019-09-03T23:00:00.000Z,7.2,263.9,586,2.4
 2019-09-04T00:00:00.000Z,7.2,263.9,585,2.6
 2019-09-04T01:00:00.000Z,7.2,264,581,2.7
 2019-09-04T02:00:00.000Z,7.2,264,545,2.7
 2019-09-04T03:00:00.000Z,7.2,264.1,538,2.5
 2019-09-04T04:00:00.000Z,7.2,264.1,546,2.8
 2019-09-04T05:00:00.000Z,7.2,264.1,551,2.8
 2019-09-04T06:00:00.000Z,7.2,264.2,550,2.8
 2019-09-04T07:00:00.000Z,7.2,264.2,547,2.7
 2019-09-04T08:00:00.000Z,7.2,264.3,575,2.5
 2019-09-04T09:00:00.000Z,7.2,264.3,501,1.8
 2019-09-04T10:00:00.000Z,7.2,264.3,478,1.9
 2019-09-04T11:00:00.000Z,7.2,264.4,475,1.7
 2019-09-04T12:00:00.000Z,7.2,264.4,462,2.2
 2019-09-04T13:00:00.000Z,7.2,264.5,437,2.2
 2019-09-04T14:00:00.000Z,7.2,264.5,449,2.8
 2019-09-04T15:00:00.000Z,7.2,264.5,474,3.6
 2019-09-04T16:00:00.000Z,7.2,264.6,489,3.4
 2019-09-04T17:00:00.000Z,7.2,264.6,516,2.9
 2019-09-04T18:00:00.000Z,7.2,264.7,519,3.5
 2019-09-04T19:00:00.000Z,7.2,264.7,521,3.4
 2019-09-04T20:00:00.000Z,7.2,264.7,554,4.1
 2019-09-04T21:00:00.000Z,7.2,264.8,555,4.2
 2019-09-04T22:00:00.000Z,7.2,264.8,541,4
 2019-09-04T23:00:00.000Z,7.2,264.9,543,4.3
 2019-09-05T00:00:00.000Z,7.2,264.9,548,4.3
 2019-09-05T01:00:00.000Z,7.2,264.9,545,3.7
 2019-09-05T02:00:00.000Z,7.2,265,538,3.6
 2019-09-05T03:00:00.000Z,7.2,265,539,3.6
 2019-09-05T04:00:00.000Z,7.2,265.1,540,3.4
 2019-09-05T05:00:00.000Z,7.2,265.1,537,2.5
 2019-09-05T06:00:00.000Z,7.2,265.2,526,2.2
 2019-09-05T07:00:00.000Z,7.2,265.2,517,2
 2019-09-05T08:00:00.000Z,7.2,265.2,518,2
 2019-09-05T09:00:00.000Z,7.2,265.3,520,1.6
 2019-09-05T10:00:00.000Z,7.2,265.3,520,1.8
 2019-09-05T11:00:00.000Z,7.2,265.4,520,2.8
 2019-09-05T12:00:00.000Z,7.2,265.4,527,2.5
 2019-09-05T13:00:00.000Z,7.2,265.4,528,3.2
 2019-09-05T14:00:00.000Z,7.2,265.5,526,2.3
 2019-09-05T15:00:00.000Z,7.2,265.5,489,1.5
 2019-09-05T16:00:00.000Z,7.2,265.6,504,3
 2019-09-05T17:00:00.000Z,7.2,265.6,493,4.9
 2019-09-05T18:00:00.000Z,7.2,265.6,494,5.2
 2019-09-05T19:00:00.000Z,7.2,265.7,478,5.2
 2019-09-05T20:00:00.000Z,7.2,265.7,501,4.3
 2019-09-05T21:00:00.000Z,7.2,265.8,522,4.1
 2019-09-05T22:00:00.000Z,7.2,265.8,484,3.8
 2019-09-05T23:00:00.000Z,7.2,265.8,492,3.5
 2019-09-06T00:00:00.000Z,7.2,265.9,472,3.4
 2019-09-06T01:00:00.000Z,7.2,265.9,485,3.8
 2019-09-06T02:00:00.000Z,7.2,266,496,4.7
 2019-09-06T03:00:00.000Z,7.2,266,514,3.3
 2019-09-06T04:00:00.000Z,7.2,266,541,3.1
 2019-09-06T05:00:00.000Z,7.2,266.1,528,3.2
 2019-09-06T06:00:00.000Z,7.2,266.1,524,3.7
 2019-09-06T07:00:00.000Z,7.2,266.2,516,3.5
 2019-09-06T08:00:00.000Z,7.2,266.2,506,3.4
 2019-09-06T09:00:00.000Z,7.2,266.3,497,3.5
 2019-09-06T10:00:00.000Z,7.2,266.3,498,3.2
 2019-09-06T11:00:00.000Z,7.2,266.3,501,2.5
 2019-09-06T12:00:00.000Z,7.2,266.4,503,2.1
 2019-09-06T13:00:00.000Z,7.2,266.4,501,2.1
